Ag-ls_a-arroz,Ag-ls_a-otragr,Ag-ls_a-banano,Ag-ls_a-pinia,Ag-ls_a-cafeenfruta,Ag-ls_a-for,Ag-ls_a-pesca,Manufacturing-ls_a-min,Manufacturing-ls_a-arrozelaborado,Manufacturing-ls_a-alimentos,Manufacturing-ls_a-prodcafe,Manufacturing-ls_a-bebtab,Manufacturing-ls_a-texcuero,Manufacturing-ls_a-refpet,Manufacturing-ls_a-cauchoplast,Manufacturing-ls_a-quimicos,Manufacturing-ls_a-prodminnomet,Manufacturing-ls_a-prodmet,Manufacturing-ls_a-maq,Manufacturing-ls_a-vehiculos,Manufacturing-ls_a-otrmnf,Manufacturing-ls_a-elegas,Manufacturing-ls_a-agua,Construction-ls_a-cns,Commerce-ls_a-comercio,Transport-ls_a-trnsferrocarril,Transport-ls_a-trnstierrapasajeros,Transport-ls_a-taxis,Transport-ls_a-trnmarairecarga,Transport-ls_a-otrtrns,Hotels-ls_a-hotelrest,Transport-ls_a-com,Commerce-ls_a-svcprf,Finance-ls_a-fin,Education-ls_a-edu,Education-ls_a-salud,Communication-ls_a-otrsvc,Home-ls_a-domest,Communication-ls_a-admpub,Ag-excap_a-arroz,Ag-excap_a-otragr,Ag-excap_a-banano,Ag-excap_a-pinia,Ag-excap_a-cafeenfruta,Ag-excap_a-for,Ag-excap_a-pesca,Manufacturing-excap_a-min,Manufacturing-excap_a-arrozelaborado,Manufacturing-excap_a-alimentos,Manufacturing-excap_a-prodcafe,Manufacturing-excap_a-bebtab,Manufacturing-excap_a-texcuero,Manufacturing-excap_a-refpet,Manufacturing-excap_a-cauchoplast,Manufacturing-excap_a-quimicos,Manufacturing-excap_a-prodminnomet,Manufacturing-excap_a-prodmet,Manufacturing-excap_a-maq,Manufacturing-excap_a-vehiculos,Manufacturing-excap_a-otrmnf,Manufacturing-excap_a-elegas,Manufacturing-excap_a-agua,Construction-excap_a-cns,Commerce-excap_a-comercio,Transport-excap_a-trnsferrocarril,Transport-excap_a-trnstierrapasajeros,Transport-excap_a-taxis,Transport-excap_a-trnmarairecarga,Transport-excap_a-otrtrns,Hotels-excap_a-hotelrest,Transport-excap_a-com,Commerce-excap_a-svcprf,Finance-excap_a-fin,Education-excap_a-edu,Education-excap_a-salud,Communication-excap_a-otrsvc,Home-excap_a-domest,Communication-excap_a-admpub,Wages-eta_wf_f-lab-l,Wages-eta_wf_f-lab-m,Wages-eta_wf_f-lab-h,Run.id
1.020200326,0.85886348,1.042535247,1.025123069,0.957035057,0.912055597,0.855961984,0.998957189,0.910023638,0.897503623,0.954882643,1.026201145,0.913716537,0.850274073,0.872639636,1.027987757,0.855150955,0.984919869,0.95103437,1.016008502,0.873192343,0.92003002,0.942645815,0.987034936,1.040571926,0.875460178,0.876475292,0.934649967,0.926429745,0.962179749,0.970966386,0.866384215,0.91232419,0.872701427,0.951261445,0.950545278,0.963835905,0.856098901,0.994476995,-0.099088821,-0.047546009,-0.074977515,-0.036519757,-0.085322704,-0.044643044,-0.064625006,-0.045532729,-0.088897637,-0.055434439,-0.072352854,-0.056026435,-0.070401032,-0.066765531,-0.045562985,-0.061112609,-0.0635755,-0.080799731,-0.045937782,-0.085906075,-0.056346145,-0.039218083,-0.099667662,-0.081036355,-0.031926033,-0.078866859,-0.038887254,-0.075948951,-0.046208673,-0.083006316,-0.032457525,-0.063808496,-0.054910291,-0.078503298,-0.064193836,-0.091708986,-0.049647412,-0.090327673,-0.079764039,-0.07,-0.07,-0.07,11
1.035559958,1.001733899,0.887020768,0.866653399,0.927945531,0.90064819,0.950710291,1.024179918,0.932397363,0.856404971,0.871162873,1.02445675,0.87770049,0.917402156,0.890220892,1.032067,0.941170802,1.034016663,1.00030845,0.915002548,1.015555678,1.017868984,1.017801894,0.870156553,0.899120873,1.034115344,0.908837849,0.862117159,0.991587688,0.953217421,0.954165945,0.987670541,1.020440482,0.897361295,0.950856736,0.910003913,0.904029715,0.943776716,0.954551222,-0.03988288,-0.092990337,-0.085320046,-0.086762789,-0.099795322,-0.036981564,-0.041062839,-0.053735663,-0.082189148,-0.086235514,-0.039657114,-0.030513393,-0.052521204,-0.033926576,-0.057729835,-0.041557213,-0.060302112,-0.095834695,-0.039858296,-0.083531857,-0.090439415,-0.059899119,-0.094070291,-0.063478359,-0.066940507,-0.04270818,-0.044146705,-0.083472242,-0.050068095,-0.045549712,-0.071225899,-0.05352555,-0.078078867,-0.031197791,-0.037545411,-0.048434649,-0.073057162,-0.067904359,-0.031192816,-0.07,-0.07,-0.07,12
0.900780637,0.856549182,0.941808634,1.024388578,0.882858306,0.903703196,0.935975971,0.940081708,0.983619681,1.045907706,1.049075482,1.007437665,0.879484358,0.993232693,0.949057063,0.864033258,1.013562597,1.049285092,0.880208755,1.045714942,1.044408078,0.930276483,1.038761238,0.986634321,0.951333316,0.900325438,1.001565809,0.980990699,0.930597098,0.966442954,0.999792962,1.034402725,0.974922309,0.957706722,0.90428943,0.923832825,0.911956722,1.042207161,0.881589231,-0.069420906,-0.032562067,-0.041819251,-0.062308749,-0.067644675,-0.073528366,-0.054745416,-0.097138547,-0.074011702,-0.062308463,-0.079704498,-0.089718488,-0.090755857,-0.064349324,-0.05813819,-0.047917861,-0.095671683,-0.038350329,-0.085159369,-0.030615668,-0.058905095,-0.096023762,-0.044596828,-0.094466632,-0.055633731,-0.071050703,-0.064357708,-0.087876011,-0.070635231,-0.086651478,-0.064266278,-0.042114828,-0.04101645,-0.087216463,-0.033676802,-0.073665329,-0.032985299,-0.043771732,-0.052738199,-0.07,-0.07,-0.07,13
0.905598728,0.921281612,0.895135883,0.923452347,0.908613163,1.011727502,0.952005506,0.907182593,0.93002884,0.965824604,0.909340804,0.886926684,1.01156238,0.865559472,1.025543216,0.990404662,0.97828104,1.017380298,0.886538312,1.012124607,0.860920797,0.858554583,1.032295747,0.973320822,0.927733829,1.027692265,0.900998489,1.031083579,0.973809322,1.037763578,1.019094784,0.995664361,0.899881369,0.933253244,0.929576836,0.975588448,1.031063539,1.005671199,0.991561901,-0.068490513,-0.053595347,-0.08464039,-0.056632576,-0.035628383,-0.069016066,-0.092270146,-0.075483864,-0.057073739,-0.03153352,-0.0465096,-0.059429854,-0.036380164,-0.055243283,-0.088972043,-0.083556512,-0.086493147,-0.057583376,-0.043756715,-0.098251629,-0.041373547,-0.072894096,-0.070730536,-0.04872718,-0.090203333,-0.086277531,-0.084260917,-0.038836192,-0.08478258,-0.041458317,-0.076645904,-0.093857052,-0.09771622,-0.043240191,-0.047568975,-0.062708842,-0.044516616,-0.094418383,-0.090365854,-0.07,-0.07,-0.07,14
0.915114668,0.898967643,0.900542445,0.989276243,0.880351944,0.933405752,1.002198401,0.876693123,1.007368474,0.954289558,0.920534193,0.935688961,1.049435705,1.003229107,0.947841415,0.989409997,0.908253742,0.880847035,0.917064181,0.929277543,0.883714154,0.896909729,0.983677561,1.002551377,0.896197351,0.945685431,0.992711922,0.882543218,0.853020675,0.997032137,0.901034089,0.934348063,1.03608683,0.865503005,0.916145768,0.989174168,0.862208959,0.935537656,0.992785002,-0.04560781,-0.030668127,-0.093152565,-0.052642442,-0.055158055,-0.040540576,-0.046298741,-0.081367306,-0.064871943,-0.03597532,-0.086896724,-0.031274301,-0.033634012,-0.097032173,-0.095440826,-0.063548134,-0.090744395,-0.08881686,-0.058162477,-0.06907839,-0.094396398,-0.066809011,-0.030600955,-0.047303849,-0.072125537,-0.046541034,-0.05930855,-0.058960591,-0.064080832,-0.073016218,-0.04357549,-0.094995515,-0.094437984,-0.067788085,-0.072796045,-0.042881926,-0.06736861,-0.094667686,-0.034720919,-0.07,-0.07,-0.07,15
1.0016138,1.024755163,1.01001511,0.872628869,0.942615881,0.895150833,1.027761783,1.016067414,0.949464689,1.022350264,0.987022656,0.898309334,1.024458882,1.044548696,1.035387173,1.024329747,1.000470161,0.93456065,0.949968585,0.877520772,0.912453045,0.900366427,0.93197528,0.926254158,1.013376871,0.996718868,0.865040514,0.852171309,0.951561042,1.000567285,0.87880957,0.972749316,1.026968359,0.935491446,1.011136811,1.009987356,0.863341596,1.001808197,0.883982024,-0.097635929,-0.081359736,-0.072421011,-0.069495312,-0.067961244,-0.035382829,-0.055425515,-0.09666353,-0.09727538,-0.067888382,-0.0459837,-0.068486338,-0.077824673,-0.076934407,-0.066607594,-0.06508724,-0.055307544,-0.080406571,-0.0736361,-0.042516147,-0.074738222,-0.073065302,-0.078853692,-0.075556704,-0.078715141,-0.031007422,-0.089730397,-0.070434613,-0.088785331,-0.045079219,-0.089351782,-0.064710655,-0.082995909,-0.047331377,-0.062251227,-0.06060614,-0.084331059,-0.065161773,-0.069506685,-0.07,-0.07,-0.07,16
0.950215303,1.018081438,0.882188629,0.966891309,0.90942997,0.992294092,1.048671927,0.910809673,0.87973372,0.93588764,0.940735962,0.983360718,0.871887379,1.016983054,1.036931165,0.902855632,0.929745818,0.986562266,1.038157077,0.865175473,0.958408208,1.029963267,0.904230188,1.010312577,0.913575506,0.863098263,1.007016496,1.019108285,1.047048217,0.92489366,0.850527988,1.048996255,0.885821773,0.969187557,0.93608094,0.91792086,0.960238803,1.046841122,0.946105555,-0.033894098,-0.032653538,-0.092000057,-0.089880271,-0.0655604,-0.068760597,-0.038714121,-0.056272249,-0.039366772,-0.061061848,-0.048104383,-0.082833461,-0.053355929,-0.077987656,-0.053156659,-0.083763208,-0.066456405,-0.06610834,-0.037371865,-0.057879522,-0.086646465,-0.058440805,-0.041040444,-0.040312538,-0.032673359,-0.054368633,-0.043118891,-0.077905163,-0.049071696,-0.032279995,-0.055167729,-0.044922186,-0.086597989,-0.063984994,-0.09642049,-0.097447666,-0.071661116,-0.084375523,-0.040785479,-0.07,-0.07,-0.07,17
1.044217866,1.026143618,1.037464588,0.892239887,0.903020867,0.946215853,0.93328667,0.95854915,0.869273511,0.967404782,1.013352152,0.996548364,0.861038333,1.018418594,0.914377413,0.852369491,0.93474675,0.871546476,0.924160952,0.874728417,0.983787373,1.035983652,0.884960883,1.029513398,0.850231709,0.92557494,1.006267957,1.048781412,1.027008109,0.875098895,0.952571203,0.93023276,0.986373918,1.040393541,0.993966181,1.000138361,0.884147262,1.048253917,0.948198692,-0.096696963,-0.053128245,-0.069456982,-0.048760597,-0.038362553,-0.074528048,-0.056106567,-0.092650741,-0.060862319,-0.089161962,-0.058564192,-0.089377154,-0.088542783,-0.052766679,-0.059754262,-0.088214596,-0.071708577,-0.052469753,-0.030969022,-0.050469703,-0.047874966,-0.061835971,-0.070954732,-0.088598338,-0.086188094,-0.062225958,-0.069285076,-0.086199171,-0.098597514,-0.043165866,-0.068878855,-0.071699234,-0.057576193,-0.061460041,-0.03675191,-0.082173163,-0.09484108,-0.096499739,-0.080812584,-0.07,-0.07,-0.07,18
0.961853716,1.042372482,0.971637282,0.8838285,0.963633817,1.022064106,0.905304136,0.897491577,0.888460585,1.00462281,1.020613431,0.87882069,1.021813797,0.994455561,1.044556236,0.959474155,0.961467043,0.911554145,0.968481108,0.962059699,0.946250466,1.005543805,0.907840719,1.040406471,0.949449731,0.956998386,0.882491996,1.026795396,0.994729543,0.902714259,0.937367789,0.97179543,0.954913425,0.877514615,1.032841581,0.967213599,0.916196376,0.969936775,0.995243816,-0.078865927,-0.065569207,-0.052348208,-0.032767664,-0.030016943,-0.062886075,-0.084069518,-0.043106752,-0.049987341,-0.090661655,-0.056735509,-0.033271229,-0.041232447,-0.051095849,-0.070878909,-0.072103012,-0.053657891,-0.043414501,-0.088779745,-0.063149192,-0.075460781,-0.091220138,-0.030767135,-0.079158691,-0.039111415,-0.098163158,-0.062927525,-0.039291908,-0.059794624,-0.063559276,-0.069317018,-0.086325819,-0.046650306,-0.038620476,-0.035318386,-0.03587613,-0.094668445,-0.057020284,-0.082244169,-0.07,-0.07,-0.07,19
0.995123616,0.875913245,0.861058747,0.938093551,0.915649134,0.854201577,0.863801287,0.973445268,0.974885222,0.992103364,1.030084673,1.045991556,0.99497707,1.025481589,0.889371343,1.015148008,0.998172694,1.021016548,1.025843228,0.868137077,1.01874669,0.943884485,1.026235845,0.905342229,0.863597417,0.989496652,0.932290788,0.923122955,0.957000349,0.850510896,0.859153347,0.867771645,1.046621658,0.891925859,0.901379133,0.896123055,0.918689167,1.044855893,0.980774396,-0.048683157,-0.056911064,-0.092710424,-0.038026398,-0.07682884,-0.067426585,-0.053099679,-0.083482377,-0.052615832,-0.037659589,-0.030625515,-0.03621451,-0.073250809,-0.080214419,-0.069530047,-0.078139113,-0.060058899,-0.082797759,-0.042365017,-0.090641459,-0.098184611,-0.036157288,-0.057954159,-0.05472855,-0.053496512,-0.095489787,-0.083377775,-0.037377053,-0.066692,-0.050830813,-0.07705423,-0.084050312,-0.047291176,-0.06456279,-0.054507712,-0.056001492,-0.060720177,-0.061640026,-0.072481749,-0.07,-0.07,-0.07,20
1.030371097,0.906591705,0.936632326,0.992274017,0.993200474,0.87617629,1.035315184,1.01777084,1.005593353,0.928112691,0.986468539,0.931933635,0.982490473,0.929919705,0.921093353,0.908733983,0.92210082,1.006273604,0.930046682,0.945201958,0.962887174,1.03984186,0.951231726,1.039729936,0.887954846,1.022502756,0.888585048,0.949218262,0.960263233,0.990666202,0.877253749,0.871031998,0.869743309,0.915298275,1.029645036,0.927632306,0.950834471,0.974323028,1.00136046,-0.086072297,-0.061475742,-0.053593369,-0.072497529,-0.053970552,-0.090302966,-0.058075834,-0.07178288,-0.098085679,-0.074444521,-0.085135971,-0.083355767,-0.034359932,-0.031913492,-0.083063344,-0.053497306,-0.036304142,-0.090745019,-0.039526272,-0.045907991,-0.032059724,-0.09403661,-0.035033214,-0.034055072,-0.069852914,-0.043334961,-0.057790362,-0.046501264,-0.032197997,-0.071356642,-0.063622832,-0.0677274,-0.039541424,-0.064702575,-0.08468557,-0.046671124,-0.074467657,-0.082495035,-0.077364651,-0.07,-0.07,-0.07,21
0.991877367,0.914184783,0.961181539,0.95516829,1.035651969,0.93281114,0.937432011,0.886954396,0.891693726,0.977834089,0.964382554,0.918303544,0.883508739,0.851086649,1.037178862,0.936141815,0.915483793,0.986388749,0.856430933,0.962889981,1.036130116,1.007770507,0.986548561,0.962794143,0.94051647,0.894328156,0.931056804,0.965536743,0.974051844,0.915411131,0.97991874,0.870888619,0.920516959,1.023249227,0.945251095,0.986499872,0.929077543,1.037946328,0.945942801,-0.071329895,-0.099470424,-0.092870006,-0.095063237,-0.050509379,-0.087021797,-0.094105067,-0.081460776,-0.075717851,-0.053123717,-0.033668965,-0.035704891,-0.086301344,-0.039165922,-0.059145047,-0.099012949,-0.042648351,-0.062689578,-0.066472657,-0.078309623,-0.092893429,-0.055718074,-0.072226314,-0.056687351,-0.057552686,-0.097841401,-0.075561803,-0.099481777,-0.033350572,-0.084781774,-0.08398396,-0.030491472,-0.052245388,-0.088487525,-0.043755845,-0.079434918,-0.03280561,-0.04526874,-0.081430886,-0.07,-0.07,-0.07,22
